ID,地域,緯度,経度,ジャンル1,サブジャンル1,ジャンル2,サブジャンル2,ジャンル3,サブジャンル3,名称,概略,郵便番号,住所,電話番号,Fax番号,E-mail,開館時間,休館日,料金,備考,リンク
2099,金沢市,36.580934,136.637017,福祉・健康,AED,,,,,障害者高齢者体育館（AED）,１Ｆ　事務所内,920-0025,金沢市駅西本町2-3-27,,,,,,,,
2100,金沢市,36.568877,136.661171,福祉・健康,AED,,,,,金沢総合健康センター（AED）,１Ｆ　夜間救急診療所内,920-0912,金沢市大手町3-23,,,,,,,,
2101,金沢市,36.568877,136.661171,福祉・健康,AED,,,,,金沢健康プラザ大手町（AED）,１Ｆ　健康スタジオ２横廊下,920-0912,金沢市大手町3-23,,,,,,,,
2102,金沢市,36.543624,136.649516,福祉・健康,AED,,,,,泉野福祉健康センター（AED）,３Ｆ　カウンター窓口前,921-8034,金沢市泉野町6-15-5,,,,,,,,
2103,金沢市,36.581718,136.66706,福祉・健康,AED,,,,,元町福祉健康センター（AED）,１Ｆ　カウンター窓口前,920-0842,金沢市元町1-12-12,,,,,,,,
2104,金沢市,36.589882,136.63545,福祉・健康,AED,,,,,金沢市保健所（AED）,１Ｆ　ロビー右側壁,920-0024,金沢市西念3-4-25,,,,,,,,
2105,金沢市,36.537109,136.642021,福祉・健康,AED,,,,,教育プラザ富樫(5号館)　児童相談所（AED）,１Ｆ　玄関ロビー,921-8178,金沢市寺地1-15-1,,,,,,,,
2106,金沢市,36.536898,136.642204,福祉・健康,AED,,,,,教育プラザ富樫(6号館)　児童相談所一時保護所（AED）,１Ｆ　事務所内,921-8178,金沢市寺地1-15-1,,,,,,,,
2107,金沢市,36.539911,136.650051,福祉・健康,AED,,,,,総合体育館（AED）,２Ｆ　受付窓口の付近,921-8116,金沢市泉野出町3-8-1,,,,,,,,
2108,金沢市,36.566611,136.645581,福祉・健康,AED,,,,,中央市民体育館（AED）,１Ｆ　受付窓口の付近,920-0865,金沢市長町3-3-3,,,,,,,,
2109,金沢市,36.587541,136.669875,福祉・健康,AED,,,,,城北市民体育館（AED）,１Ｆ　競技場出入口付近,920-0804,金沢市鳴和2-10-44,,,,,,,,
2110,金沢市,36.524789,136.691267,福祉・健康,AED,,,,,城東市民体育館（AED）,１Ｆ　受付窓口の付近,920-0955,金沢市土清水2-346,,,,,,,,
2111,金沢市,36.544314,136.656708,福祉・健康,AED,,,,,城南市民体育館（AED）,１Ｆ　競技場出入口付近,921-8111,金沢市若草町1-60,,,,,,,,
2112,金沢市,36.598011,136.603013,福祉・健康,AED,,,,,城西市民体育館（AED）,１Ｆ　競技場出入口付近,920-0341,金沢市寺中町へ60,,,,,,,,
2113,金沢市,36.615877,136.6925,福祉・健康,AED,,,,,森本市民体育館（AED）,１Ｆ　競技場出入口付近,920-3115,金沢市弥勒町ヨ50-1,,,,,,,,
2114,金沢市,36.61484,136.639885,福祉・健康,AED,,,,,浅野川市民体育館（AED）,１Ｆ　受付窓口の付近,920-0213,金沢市大河端西80-1,,,,,,,,
2115,金沢市,36.562935,136.619833,福祉・健康,AED,,,,,西部市民体育会館(体育館)（AED）,１Ｆ　プール前,921-8016,金沢市東力町ハ250,,,,,,,,
2116,金沢市,36.509409,136.629936,福祉・健康,AED,,,,,額谷ふれあい体育館（AED）,１Ｆ　受付窓口の付近,921-8144,金沢市額谷町ヌ16,,,,,,,,
2117,金沢市,36.539242,136.643662,福祉・健康,AED,,,,,総合プール（AED）,１Ｆ　入口付近,921-8171,金沢市富樫3-8-30,,,,,,,,
2118,金沢市,36.594246,136.671206,福祉・健康,AED,,,,,東金沢スポーツ広場（AED）,１Ｆ　受付窓口の付近,920-0802,金沢市三池町240-1,,,,,,,,
2119,金沢市,36.554784,136.611812,福祉・健康,AED,,,,,西金沢テニスコート（AED）,１Ｆ　クラブハウスロビー,921-8054,金沢市西金沢3-684,,,,,,,,
2120,金沢市,36.589735,136.607599,福祉・健康,AED,,,,,大徳テニスコート（AED）,１Ｆ　受付窓口の付近,920-0352,金沢市観音堂町ト1-1,,,,,,,,
2121,金沢市,36.601782,136.656581,福祉・健康,AED,,,,,城北市民テニスコート（AED）,１Ｆ　受付窓口の付近,920-0011,金沢市松寺町酉90-1,,,,,,,,
2122,金沢市,36.54101,136.643212,福祉・健康,AED,,,,,陸上競技場（AED）,１Ｆ　管理棟競技場出入口,921-8036,金沢市弥生3-5-1,,,,,,,,
2123,金沢市,36.586615,136.578966,福祉・健康,AED,,,,,専光寺ソフトボール場（AED）,１Ｆ　管理事務室内,920-0356,金沢市専光寺町レ3-5,,,,,,,,
2124,金沢市,36.570372,136.574645,福祉・健康,AED,,,,,安原スポーツ広場（AED）,１Ｆ　管理事務室前,920-0371,金沢市下安原町東1127,,,,,,,,
2125,金沢市,36.563213,136.619252,福祉・健康,AED,,,,,西部市民憩いの家（AED）,１Ｆ　受付窓口の付近,921-8016,金沢市東力町ハ256,,,,,,,,
2126,金沢市,36.527293,136.751669,福祉・健康,AED,,,,,医王山スキー場（AED）,１Ｆ　ファミリーゲレンデ事務室,920-1108,金沢市俵町テ甲21,,,,,,,,
2127,金沢市,36.546178,136.732616,福祉・健康,AED,,,,,戸室スポーツ広場（AED）,１Ｆ　管理事務室前,920-1105,金沢市戸室新保ト35,,,,,,,,
2128,金沢市,36.511141,136.687426,福祉・健康,AED,,,,,内川スポーツ広場（AED）,１Ｆ　管理事務室前,920-1337,金沢市山川町1-1,,,,,,,,
2129,金沢市,36.539002,136.64244,福祉・健康,AED,,,,,球技場（AED）,１Ｆ　本部棟内,921-8171,金沢市富樫3-8-10,,,,,,,,
2130,金沢市,36.599465,136.657927,福祉・健康,AED,,,,,金沢市民野球場（AED）,１Ｆ　メインスタンド棟管理事務室前,920-0012,金沢市磯部町二45,,,,,,,,
2131,金沢市,36.57704,136.679161,福祉・健康,AED,,,,,鳴和台市民体育会館（体育館）（AED）,１Ｆ　受付窓口の付近,920-0815,金沢市鳴和台285,,,,,,,,
2132,金沢市,36.597493,136.657841,福祉・健康,AED,,,,,市民サッカー場（AED）,１Ｆ　本部棟内,920-0012,金沢市磯部町ニ45,,,,,,,,
2133,金沢市,36.552635,136.648175,福祉・健康,AED,,,,,泉小学校（AED）,２Ｆ　職員室前廊下,921-8031,金沢市野町3-11-1,,,,,,,,
2135,金沢市,36.560983,136.642059,福祉・健康,AED,,,,,中村町小学校（AED）,"１Ｆ　体育館下足箱の
棚中",921-8022,金沢市中村町26-12,,,,,,,,
2136,金沢市,36.545327,136.660911,福祉・健康,AED,,,,,十一屋小学校（AED）,１Ｆ　職員玄関内左側壁,921-8106,金沢市十一屋町3-45,,,,,,,,
2137,金沢市,36.542714,136.654245,福祉・健康,AED,,,,,泉野小学校（AED）,１Ｆ　体育館入り口右側,921-8117,金沢市緑が丘4-64,,,,,,,,
2138,金沢市,36.555707,136.656858,福祉・健康,AED,,,,,新竪町小学校（AED）,２Ｆ　職員室前廊下,920-0995,金沢市新竪町3-25,,,,,,,,
2139,金沢市,36.550035,136.661848,福祉・健康,AED,,,,,菊川町小学校（AED）,１Ｆ　玄関内右側壁,920-0967,金沢市菊川1-2-15,,,,,,,,
2140,金沢市,36.551538,136.678696,福祉・健康,AED,,,,,小立野小学校（AED）,１Ｆ　職員室前棚の上,920-0942,金沢市小立野4-7-7,,,,,,,,
2141,金沢市,36.567316,136.667968,福祉・健康,AED,,,,,旧・材木町小学校（AED）,１Ｆ　保健室前,920-0921,金沢市材木町13-12,,,,,,,,
2143,金沢市,36.567183,136.650725,福祉・健康,AED,,,,,中央小学校（AED）,２Ｆ　職員室内,920-0865,金沢市長町1-10-35,,,,,,,,
2144,金沢市,36.572518,136.649204,福祉・健康,AED,,,,,中央小芳斎分校（AED）,２Ｆ　職員室内　入り口側,920-0862,金沢市芳斉2-3-8,,,,,,,,
2145,金沢市,36.575357,136.6421,福祉・健康,AED,,,,,長田町小学校（AED）,１Ｆ　ホール左側、保健室横,920-0043,金沢市長田1-5-40,,,,,,,,
2146,金沢市,36.576904,136.657166,福祉・健康,AED,,,,,明成小学校（AED）,"１Ｆ　東階段下　
体育館玄関入り口の左側",920-0845,金沢市瓢箪町5-48,,,,,,,,
2147,金沢市,36.588649,136.64793,福祉・健康,AED,,,,,諸江町小学校（AED）,１Ｆ　保健室前,920-0022,金沢市北安江2-25-1,,,,,,,,
2148,金沢市,36.574663,136.66549,福祉・健康,AED,,,,,馬場小学校（AED）,２Ｆ　職員室前廊下,920-0831,金沢市東山3-9-30,,,,,,,,
2149,金沢市,36.578565,136.667576,福祉・健康,AED,,,,,森山町小学校（AED）,１Ｆ　保健室前,920-0843,金沢市森山2-13-50,,,,,,,,
2150,金沢市,36.581731,136.658818,福祉・健康,AED,,,,,浅野町小学校（AED）,１Ｆ　体育館玄関入口右側,920-0848,金沢市京町35-1,,,,,,,,
2151,金沢市,36.590108,136.677683,福祉・健康,AED,,,,,小坂小学校（AED）,１Ｆ　保健室前,920-0811,金沢市小坂町中142,,,,,,,,
2152,金沢市,36.605736,136.674977,福祉・健康,AED,,,,,千坂小学校（AED）,１Ｆ　保健室前,920-0002,金沢市千木1-125,,,,,,,,
2153,金沢市,36.577568,136.692366,福祉・健康,AED,,,,,夕日寺小学校（AED）,１Ｆ　職員室内,920-0822,金沢市東長江町に17,,,,,,,,
2154,金沢市,36.623281,136.653287,福祉・健康,AED,,,,,大浦小学校（AED）,２Ｆ　職員室前廊下,920-0205,金沢市大浦町ヌ87,,,,,,,,
2155,金沢市,36.621053,136.641726,福祉・健康,AED,,,,,浅野川小学校（AED）,２Ｆ　職員室前廊下,920-0207,金沢市須崎町チ42,,,,,,,,
2156,金沢市,36.601836,136.632494,福祉・健康,AED,,,,,鞍月小学校（AED）,"２ F　体育館入口扉手前左壁面
２Ｆ　職員室入口右手角　棚上",920-0064,金沢市南新保町リ27-1,,,,,,,,
2158,金沢市,36.621217,136.624622,福祉・健康,AED,,,,,粟崎小学校（AED）,１Ｆ　保健室前廊下,920-0226,金沢市粟崎町ヘ78,,,,,,,,
2159,金沢市,36.610354,136.60336,福祉・健康,AED,,,,,大野町小学校（AED）,２Ｆ　職員室内,920-0231,金沢市大野町1-15,,,,,,,,
2160,金沢市,36.608707,136.598972,福祉・健康,AED,,,,,金石町小学校（AED）,２Ｆ　体育館北側入口前右側,920-0338,金沢市金石北4-1-1,,,,,,,,
2161,金沢市,36.591196,136.610027,福祉・健康,AED,,,,,大徳小学校（AED）,２Ｆ　職員室前右側壁,920-0348,金沢市松村6-200,,,,,,,,
2162,金沢市,36.579385,136.6225,福祉・健康,AED,,,,,戸板小学校（AED）,１Ｆ　プレイルーム窓際,920-0000,戸板第二土地区画整理事業地４７－１街区１番地,,,,,,,,
2163,金沢市,36.570126,136.590808,福祉・健康,AED,,,,,緑小学校（AED）,"１Ｆ　職員玄関から入って左側,
職員室前廊下",920-0373,金沢市みどり1-166,,,,,,,,
2164,金沢市,36.54594,136.609396,福祉・健康,AED,,,,,押野小学校（AED）,２Ｆ　職員室前廊下入口側壁,921-8064,金沢市八日市1-176,,,,,,,,
2165,金沢市,36.565682,136.619971,福祉・健康,AED,,,,,米丸小学校（AED）,１Ｆ　職員玄関棚上,921-8016,金沢市東力町ニ155,,,,,,,,
2166,金沢市,36.543585,136.633621,福祉・健康,AED,,,,,三馬小学校（AED）,２Ｆ　職員室前,921-8164,金沢市久安6-154,,,,,,,,
2167,金沢市,36.529476,136.645712,福祉・健康,AED,,,,,富樫小学校（AED）,２Ｆ　職員室前,921-8175,金沢市山科3-6-60,,,,,,,,
2168,金沢市,36.510489,136.621867,福祉・健康,AED,,,,,額小学校（AED）,２Ｆ　職員室内西側入り口,921-8146,金沢市額乙丸町イ41,,,,,,,,
2169,金沢市,36.51151,136.698041,福祉・健康,AED,,,,,犀川小学校（AED）,２Ｆ　職員室入り口横廊下,920-1302,金沢市末町2-148,,,,,,,,
2170,金沢市,36.51879,136.706379,福祉・健康,AED,,,,,東浅川小学校（AED）,１Ｆ　保健室前廊下,920-1145,金沢市浅川町イ130,,,,,,,,
2171,金沢市,36.546169,136.692984,福祉・健康,AED,,,,,田上小学校（AED）,２Ｆ　職員室前、左扉横壁,920-1151,金沢市田上町南46,,,,,,,,
2172,金沢市,36.534358,136.723683,福祉・健康,AED,,,,,旧俵小学校（AED）,１Ｆ　保健室前廊下、消火栓の上,920-1108,金沢市俵町ヘ乙22,,,,,,,,
2173,金沢市,36.622793,136.693039,福祉・健康,AED,,,,,森本小学校（AED）,１Ｆ　体育館玄関内左側,920-3116,金沢市南森本町イ111,,,,,,,,
2174,金沢市,36.632644,136.708209,福祉・健康,AED,,,,,花園小学校（AED）,１Ｆ　体育館内入口,920-0106,金沢市今町ヌ34,,,,,,,,
2175,金沢市,36.622653,136.755593,福祉・健康,AED,,,,,旧朝日小学校（AED）,１Ｆ　玄関左側来客用下足箱の上,920-0114,金沢市加賀朝日町ホ33,,,,,,,,
2176,金沢市,36.608454,136.708621,福祉・健康,AED,,,,,不動寺小学校（AED）,１Ｆ　体育館玄関内左側,920-0173,金沢市不動寺町イ33,,,,,,,,
2177,金沢市,36.595839,136.735955,福祉・健康,AED,,,,,三谷小学校（AED）,"１Ｆ　保健室前廊下  職員玄関から
ピロティへ向い左側の壁",920-0153,金沢市宮野町ニ277,,,,,,,,
2178,金沢市,36.537231,136.681246,福祉・健康,AED,,,,,南小立野小学校（AED）,２Ｆ　廊下（校長室前中央階段側）,920-0953,金沢市涌波2-5-1,,,,,,,,
2179,金沢市,36.526893,136.637924,福祉・健康,AED,,,,,伏見台小学校（AED）,１Ｆ　保健室前廊下,921-8151,金沢市窪5-335,,,,,,,,
2180,金沢市,36.522924,136.625436,福祉・健康,AED,,,,,扇台小学校（AED）,１Ｆ　体育館入口,921-8141,金沢市馬替1-34,,,,,,,,
2181,金沢市,36.597811,136.603866,福祉・健康,AED,,,,,木曳野小学校（AED）,２Ｆ　職員室前廊下,920-0341,金沢市寺中町ヘ61,,,,,,,,
2182,金沢市,36.557878,136.596713,福祉・健康,AED,,,,,三和小学校（AED）,"体育館１Ｆピロティ内の
プール側出入口脇",921-8066,金沢市矢木1-74,,,,,,,,
2183,金沢市,36.535006,136.657517,福祉・健康,AED,,,,,長坂台小学校（AED）,１Ｆ　玄関内右側,921-8112,金沢市長坂3-14-1,,,,,,,,
2184,金沢市,36.565363,136.634937,福祉・健康,AED,,,,,新神田小学校（AED）,１Ｆ　保健室前,921-8013,金沢市新神田1-10-58,,,,,,,,
2185,金沢市,36.555475,136.608368,福祉・健康,AED,,,,,西南部小学校（AED）,２Ｆ　体育館正面入り口の右側,921-8063,金沢市八日市出町304,,,,,,,,
2186,金沢市,36.545563,136.627927,福祉・健康,AED,,,,,米泉小学校（AED）,２Ｆ　職員室内（入口近く）,921-8044,金沢市米泉町4-133-2,,,,,,,,
2187,金沢市,36.502931,136.617579,福祉・健康,AED,,,,,四十万小学校（AED）,２Ｆ　体育館出入り口の右側,921-8135,金沢市四十万3-186,,,,,,,,
2188,金沢市,36.592415,136.636825,福祉・健康,AED,,,,,西小学校（AED）,２Ｆ　職員室内（入口近く）,920-0027,金沢市駅西新町3-15-1,,,,,,,,
2189,金沢市,36.566951,136.579401,福祉・健康,AED,,,,,安原小学校（AED）,１Ｆ　保健室前,920-0376,金沢市福増町北1087,,,,,,,,
2190,金沢市,36.55742,136.686323,福祉・健康,AED,,,,,杜の里小学校（AED）,１Ｆ　職員室内玄関側（ガラス張職員室）,920-1165,金沢市若松町3-282,,,,,,,,
2191,金沢市,36.555637,136.759845,福祉・健康,AED,,,,,医王山小・中学校（AED）,２Ｆ　職員室出入口横廊下,920-1102,金沢市二俣町さ21,,,,,,,,
2192,金沢市,36.491809,136.753296,福祉・健康,AED,,,,,湯涌小・芝原中学校（AED）,１Ｆ　体育館玄関内トレーニングルーム入口前,920-1122,金沢市湯涌荒屋町23,,,,,,,,
2193,金沢市,36.504466,136.676113,福祉・健康,AED,,,,,内川小・中学校（AED）,１Ｆ　職員玄関,920-1341,金沢市別所町ヰ18,,,,,,,,
2194,金沢市,36.549168,136.645262,福祉・健康,AED,,,,,泉中学校（AED）,１Ｆ　職員室内,921-8036,金沢市弥生1-26-1,,,,,,,,
2195,金沢市,36.544247,136.657636,福祉・健康,AED,,,,,野田中学校（AED）,３Ｆ　職員室前,921-8111,金沢市若草1-23,,,,,,,,
2196,金沢市,36.543675,136.674374,福祉・健康,AED,,,,,城南中学校（AED）,１Ｆ　中央玄関横職員室前廊下,920-0966,金沢市城南1-24-1,,,,,,,,
2197,金沢市,36.558062,136.668857,福祉・健康,AED,,,,,紫錦台中学校（AED）,２Ｆ　職員室前廊下,920-0938,金沢市飛梅町3-30,,,,,,,,
2198,金沢市,36.559645,136.680268,福祉・健康,AED,,,,,兼六中学校（AED）,１Ｆ　職員玄関内出入口付近,920-0924,金沢市田井町12-12,,,,,,,,
2199,金沢市,36.564375,136.664685,福祉・健康,AED,,,,,小将町中学校（AED）,３Ｆ　職員室前廊下,920-0932,金沢市小将町1-15,,,,,,,,
2200,金沢市,36.565461,136.636217,福祉・健康,AED,,,,,高岡中学校（AED）,２Ｆ　職員室内の廊下側壁,921-8013,金沢市新神田1-10-1,,,,,,,,
2201,金沢市,36.586661,136.671389,福祉・健康,AED,,,,,鳴和中学校（AED）,２Ｆ　職員・来賓玄関内右側,920-0804,金沢市鳴和2-10-60,,,,,,,,
2202,金沢市,36.585147,136.629128,福祉・健康,AED,,,,,長田中学校（AED）,２Ｆ　職員室前,920-0067,金沢市二宮町1-1,,,,,,,,
2203,金沢市,36.602628,136.649032,福祉・健康,AED,,,,,浅野川中学校（AED）,"１Ｆ　保健室内
３Ｆ　職員室前廊下",920-0014,金沢市諸江下丁388,,,,,,,,
2205,金沢市,36.600186,136.597081,福祉・健康,AED,,,,,金石中学校（AED）,３Ｆ　職員室内,920-0335,金沢市金石東1-13-1,,,,,,,,
2206,金沢市,36.552698,136.606179,福祉・健康,AED,,,,,西南部中学校（AED）,２Ｆ　職員室内,921-8062,金沢市新保本1-149,,,,,,,,
2207,金沢市,36.514534,136.700242,福祉・健康,AED,,,,,犀生中学校（AED）,２Ｆ　職員室・事務室間の廊下,920-1302,金沢市末町10-4,,,,,,,,
2208,金沢市,36.615833,136.691603,福祉・健康,AED,,,,,森本中学校（AED）,２Ｆ　保健室前,920-3115,金沢市弥勒町ヨ22,,,,,,,,
