ID,地域,緯度,経度,ジャンル1,サブジャンル1,ジャンル2,サブジャンル2,ジャンル3,サブジャンル3,名称,概略,郵便番号,住所,電話番号,Fax番号,E-mail,開館時間,休館日,料金,備考,リンク
1996,金沢市,36.559291,136.657889,文化・芸術,,観光,歴史・文化施設,,,金沢ふるさと偉人館,金沢は近代日本を支えた多数の科学者や思想家を輩出した土地です。当館ではこれら偉人（化学者・高峰譲吉、土木技師・八田與一など）の生涯を分野別に常設展示で紹介しています。,920-0993,金沢市下本多町六番丁18-4,076-220-2474,076-220-2197,ijinkan@kanazawa-museum.jp,"9:30?17:00(入館は16:30まで)",年末年始(12月29日から1月3日),"一般　300円、65歳以上　200円、高校生以下　無料※別料金の場合があります。",,http://www.kanazawa-museum.jp/ijin/
1997,金沢市,36.56267,136.65035,文化・芸術,,観光,美術館・博物館,観光,歴史・文化施設,金沢市老舗記念館,藩政時代からの薬種商「中屋薬舗」の建物を保存し、当時の商家の面影を残す「みせの間」などを復元しました。２階は金澤老舗百年会の協力による各老舗が秘蔵する貴重な資料の他、金沢の伝統的町民文化に関する品々を展示しています。,920-0865,金沢市長町2-2-45,076-220-2524,076-220-2524,shinise@kanazawa-museum.jp,"9:30?17:00(入館は16:30まで)",年中無休(ただし展示替期間は休館),"一般　100円、高校生以下　無料",,http://www.kanazawa-museum.jp/shinise/
1998,金沢市,36.570819,136.663707,文化・芸術,,観光,歴史・文化施設,,,金沢文芸館,建物は、浅野川大橋近くのランドマーク的存在として市民に親しまれ、市指定保存建造物・国登録有形文化財にもなっています。金沢ゆかりの作家五木寛之氏の愛用品や直筆原稿、泉鏡花文学賞受賞作品が展示されているほか、文学・文芸の活動場所として利用できます。,920-0902,金沢市尾張町1-7-10,076-263-2444,076-263-2443,bungeikan@kanazawa-museum.jp,"10:00?18:00(入館は17:30まで)","火曜日（祝日の場合は翌平日）、年末年始(12月29日から1月3日)","一般　100円、高校生以下　無料",,http://www.kanazawa-museum.jp/bungei/
1999,金沢市,36.490854,136.756454,文化・芸術,,観光,歴史・文化施設,,,金沢湯涌江戸村,重要文化財旧石倉家、旧松下家住宅など江戸時代の加賀藩を中心とする文化財建造物を公開しています。自然の中で当時のくらしを感じることができます。,920-1122,金沢市湯涌荒屋町35-1,076-235-1267,076-235-1269,edomura@kanazawa-museum.jp,午前9:00～午後5:30,毎週火曜日（火曜日が休日の場合その翌日）　※1月1日～3日は開園,一般 300円，団体（20人以上） 250円，65歳以上 200円，高校生以下 無料,,http://www.kanazawa-museum.jp/edomura/
2000,金沢市,36.55772,136.661369,文化・芸術,,観光,美術館・博物館,観光,歴史・文化施設,鈴木大拙館,"D.T.Suzukiとして世界的に知られる金沢出身の仏教哲学者・鈴木大拙の考えや人となりを紹介する施設です。回廊で結ばれた「展示空間」「学習空間」「思索空間」と、「玄関の庭」「水鏡の庭」「露地の庭」で構成され、単にものを鑑賞する場ではなく、これらの空間を回遊しながら、大拙に出会い、思想にふれながら自由に思索できる場となっています。設計は、金沢にゆかりの深い国際的な建築家・谷口吉生氏。",920-0964,金沢市本多町3-4-20,076-221-8011,076-221-8012,daisetz@kanazawa-museum.jp,"9:30?17:00(入館は16:30まで)",毎週月曜日（祝日の場合は翌平日）・年末年始（12月29日から1月3日）・展示替期間,"一般　300円、65歳以上　200円、障害者手帳をお持ちの方およびその介護人　200円、高校生以下　無料",,http://www.kanazawa-museum.jp/daisetz/
2001,金沢市,36.55886,136.658646,文化・芸術,,,,,,金沢歌劇座,"1,919席のホールではコンサート、オーケストラ、オペラなど大規模な催事にご利用いただけます。また、270人収容可能な大集会室や数多くの会議室を完備。同時通訳設備（３ヶ国語対応）を利用し、コンベンション等の開催にも対応可能です。",920-0993,金沢市下本多町六番丁27,076-220-2501,076-222-9000,kageki@kanazawa-arts.or.jp,"9:00?22:00(受付時間は9:00?17:00)","原則第1･3水曜日（祝日の場合はその翌日）年末年始(12月29日から1月3日)",ＨＰをご確認ください。,,http://www.kagekiza.gr.jp/
2002,金沢市,36.566839,136.652794,文化・芸術,,,,,,金沢市文化ホール,899席の多目的ホールでは、コンサート、演劇、学会などジャンルを問わず幅広くお使いいただけます。シアター形式で400名の収容可能な大集会室や国際会議場として利用可能な52席の大会議室、その他、楽屋、練習室、会議室、展示ギャラリーなどを完備しています。,920-0864,金沢市高岡町15-1,076-223-1221,076-223-1299,bunka-h@kanazawa-arts.or.jp,"9:00?22:00(受付時間は9:00?17:00)","リニューアル工事のため次の期間中休館いたします。【平成29年12月1日?平成30年10月31日】通常は、原則第2･4水曜日（休日のときはその翌日）年末年始(12月29日から1月3日)",ＨＰをご確認ください。,,http://www.bunka-h.gr.jp/
2003,金沢市,36.57634,136.649433,文化・芸術,,,,,,金沢市アートホール,“豊かで調和のとれた音を響かせる”という考え方を基本に設計されたシューボックス型の本格的な音楽ホールです。308席のホールは、アーティストの感性と聴衆の興奮が一体となって生み出す創造空間を提供しています。,920-0853,金沢市本町2-15-1,076-224-1660,076-224-1668,art-h@kanazawa-arts.or.jp,"9:00?22:00(受付時間は9:00?17:00)","原則第2・4水曜日（祝日の場合はその翌日）年末年始(12月29日から1月3日)",ＨＰをご確認ください。,,http://www.art-h.gr.jp/
2004,金沢市,36.568385,136.640228,文化・芸術,,観光,歴史・文化施設,,,金沢市民芸術村,"金沢市民芸術村は、大正末期から昭和初期に建設された旧紡績工場倉庫群を改修した、演劇、美術、音楽の芸術創造の場です。年中無休、24時間ご利用いただけます。広大な広場は緑にあふれ、いつでも気軽に集える場所として、多くの皆様に愛されています。",920-0046,金沢市大和町1-1,076-265-8300,076-265-8301,geimura@kanazawa-arts.or.jp,"平日、日曜祝日とも24時間使用可中学生以下は9:00～18:00まで、高校生は7:00～22:00　ただし成人の指導者（保護者）がいる場合は除く(受付時間は9:00?21:00 ただし年末年始は9:00～17:00)",保守点検及び工事等のため使用できない場合あり。,ＨＰをご確認ください。,,http://www.artvillage.gr.jp/
2005,金沢市,36.57363,136.674915,文化・芸術,,観光,歴史・文化施設,,,金沢卯辰山工芸工房,“育てる、見せる、参加する”を基本テーマに、金沢の伝統工芸の継承発展を図るためにつくられた、「加賀藩御細工所」の精神を現代に生かす工芸の総合施設です。作品や資料の展示に加え、技術研修者の創作活動を見学することもできます。,920-0832,金沢市卯辰町ト10,076-251-7286,076-251-9113,utatsu@kanazawa-arts.or.jp,"9:00?17:00(入館は16:30まで)","火曜日（祝日の場合は翌日）、年末年始（12月29日～1月3日）展示替期間は休館※リニューアル工事のため平成30年12月1日より休館予定","一般　300円、65歳以上　200円、高校生以下　無料※別料金の場合があります。また、茶室・和室利用料はＨＰをご確認ください。",,http://www.utatsu-kogei.gr.jp/
2006,金沢市,36.4943,136.749563,文化・芸術,,観光,歴史・文化施設,,,金沢湯涌創作の森,金沢の奥座敷として古くから親しまれてきた湯涌温泉の入口にあります。明治・大正期の貴重な建物を保存活用するため、里山の新たな文化拠点として整備しました。５つの登録有形文化財を含む古民家群は、藍染・草木染、版画制作のための専門設備をもった工房やギャラリーへ改装、誰もが使える自由な創作活動・作品発表の場となっています。,920-1135,金沢市北袋町ヱ36,076-235-1116,076-235-1070,y-sousaku@kanazawa-arts.or.jp,"9:00?21:00　※宿泊できます。(受付時間、入場・見学は9:00～17:00)",火曜日（祝日の場合はその翌日）、年末年始(12月29日から1月3日),ＨＰをご確認ください。,,http://www.sousaku-mori.gr.jp/
2007,金沢市,36.560867,136.658258,文化・芸術,,観光,美術館・博物館,,,金沢21世紀美術館,金沢21世紀美術館は、兼六園に隣接し、中心部に位置しています。「新しい文化の創造」と「新たなまちの賑わいの創出」を目的に開設されました。ガラス張りの円形の建物で、誰もがいつでも立ち寄ることができる｢まちに開かれた公園のような美術館｣を目指しています。無料ゾーンにも作品があり、体感することができます。,920-8509,金沢市広坂1-2-1,076-220-2800,076-220-2802,bijyutsukan@kanazawa-arts.or.jp,"展覧会ゾーン10:00?18:00（金・土は20:00　※チケットの販売は閉場の30分前まで）無料ゾーン9:00～22:00","月曜日（祝日の場合は直後の翌平日）、年末年始(12月29日から1月3日)、展示替期間は休館","美術館の建物への入館（交流ゾーン）　無料コレクション展　一般　360円、大学生・65歳以上　280円、高校生以下　無料※特別展は展覧会毎に異なります。",,http://www.kanazawa21.jp/
2008,金沢市,36.561567,136.658122,文化・芸術,,観光,美術館・博物館,,,金沢能楽美術館,金沢能楽美術館は、加賀宝生に伝わる貴重な能面や能装束を収蔵展示する施設として建設されました。「加賀宝生」は、金沢の無形文化財に指定され、「能楽」は、ユネスコの無形文化遺産に登録されています。貴重な美術品と伝統芸能を次世代へ伝え、伝統を現代、さらに未来へと繋げていく新しい文化施設となることをめざしています。,920-0962,金沢市広坂1-2-25,076-220-2790,076-220-2791,noh-museum@kanazawa-arts.or.jp,"10:00?18:00(入館は17:30まで)","月曜日（祝日の場合は翌平日）、年末年始(12月29日から1月3日)、展示替期間は休館","一般　300円、65歳以上　200円、高校生以下　無料 　　                                                                                                                                                 21世紀美術館共通券（コレクション展のみ） 一般　510円、大学生・65歳以上　460円　　　　　※別料金の場合があります。",,http://www.kanazawa-noh-museum.gr.jp/
2009,金沢市,36.557362,136.591423,文化・芸術,,,,,,金沢市埋蔵文化財センター,"金沢市内には縄文時代から江戸時代までの数多くの遺跡が分布しています。遺跡や出土した遺物は、私たちの地域の歴史文化を知る上で貴重な歴史遺産です。金沢埋蔵文化財センターは、市内の発掘調査で出土した遺物の整理・記録を専門に行う施設です。館内では出土遺物の水洗いや復元、実測などの整理作業を見学できるほか、中屋サワ遺跡出土品（重要文化財）やチカモリ遺跡出土柱根（石川県指定文化財）を中心とした展示室『金沢縄文ワールド』があり、『縄文体験コーナー』では勾玉づくりなどさまざまな古代体験ができます。",920-0374,金沢市上安原南60番地,076-269-2451,076-269-2452,maibun@city.kanazawa.lg.jp,9:30～17:00（入館は16:30まで）,月曜日（祝日の場合は次の平日）、年末年始,無料,,http://www4.city.kanazawa.lg.jp/11104/bunkazaimain/maizou/maizoucenter.html
2010,金沢市,36.555995,136.605234,文化・芸術,,,,,,金沢市埋蔵文化財収蔵庫,国指定史跡チカモリ遺跡を整備したチカモリ遺跡公園に隣接して建てられています。館内にはチカモリ遺跡から出土した柱根(石川県指定文化財)をはじめ、縄文時代から江戸時代にかけての市内の遺跡から出土した土器や石器などが展示されており、自由に見学することができます。,921-8062,金沢市新保本５丁目４８番地,076-240-2371,076-240-2371,,9:30～16:30,月曜日（祝日の場合は次の平日）、年末年始、展示替休館,無料,,http://www.kanazawa-museum.jp/maibun/
2011,金沢市,36.56509,136.649333,文化・芸術,,観光,歴史・文化施設,観光,庭園・公園,旧加賀藩士高田家跡,藩政時代の長屋門を修復し、一般公開している。敷地内には見事な池泉回遊式庭園を配し、藩政時代の面影を残している。,920-0865,金沢市長町2-6-1,076-263-3640,,,午前９時30分から午後５時,無休,無料,,
2012,金沢市,36.5661108,136.6499914,文化・芸術,,観光,歴史・文化施設,,,足軽資料館,藩政時代の貴重な足軽屋敷２棟を移築再現したもの。建物の中は、足軽の職務や日常生活の解説・展示がなされており、屋根は昔ながらの石を置いたもので、当時の雰囲気をかもし出している。,920-0865,金沢市長町1-9-3,076-263-3640,,,午前９時30分から午後５時,無休,無料,,
2013,金沢市,36.5566619,136.6473336,文化・芸術,,観光,歴史・文化施設,観光,その他,西茶屋資料館,作家島田清次郎が青年期を過ごした「吉米楼」跡に、茶屋家屋の外観を再現した資料館。清次郎に関する資料が展示されているほか、観光ボランティアガイド「まいどさん」が常駐し、周辺散策の案内も行っている。,921-8031,金沢市野町2-25-18,076-247-8110,,,午前９時30分から午後５時,無休,無料,,
2014,金沢市,36.5644527,136.6495665,文化・芸術,,観光,歴史・文化施設,観光,その他,長町武家屋敷休憩館,長町にある休憩館。休憩室やトイレ、展示コーナーがあるほか、観光ボランティアガイド「まいどさん」が常駐し、周辺散策の案内も行っている。,920-0865,金沢市長町2-4-36,076-263-1951,,,午前９時から午後５時(12/1～3/15は午前９時30分開館),無休,無料,,
2015,金沢市,36.5723574,136.6658403,文化・芸術,,観光,歴史・文化施設,観光,その他,ひがし茶屋休憩館,江戸時代末期の町家を復元した、東山にある休憩館。観光ボランティアガイド「まいどさん」が常駐し、周辺散策の案内も行っている。,920-0831,金沢市東山1-5-14,076-253-0087,,,午前９時から午後５時(12/1～3/15は午前９時30分開館),無休,無料,,
3286,金沢市,36.550071,136.644595,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧芦中町（あしなかまち）,"藩政時代からの町名「足半町といふは並び短く、尻切れたる町なり」と伝えられ、はじめは足中町とも書く。のち芦中町と書いた。現在の町名：弥生1丁目、泉1・2丁目",921-8036,金沢市弥生1-31-27先,,,,,,,地図番号3,
3287,金沢市,36.568731,136.648393,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧穴水町（あなみずまち）,"加賀藩老臣、長氏の上級家臣らが住み、上家中町と呼ばれたが、長氏の祖先が能登の穴水城に居たことにちなみ、明治になって、この名がつけられた。現在の町名：長町3丁目、長土塀1丁目",920-0867,金沢市長土塀1-51,,,,,,,地図番号94,
3288,金沢市,36.5575176,136.6563385,文化・芸術,歴史のまちしるべ標柱一覧,,,,,油車（あぶらぐるま）,"藩政初期、油屋与助という油屋が、この地に水車をつくり、灯油などの製造をしていたことからこの名がついた。現在の町名：変更なし",920-0996,金沢市油車29,,,,,,,地図番号46,
3289,金沢市,36.577109,136.652927,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧荒町（あらまち）,"寛永年間には木ノ新保新町と呼ばれ、新しくできたのでこの名がついたといわれる。元禄の頃には荒町となっているが、荒町は新町の意であろう。現在の町名：本町1丁目、此花町、堀川町",920-0852,金沢市此花町2-44,,,,,,,地図番号138,
3290,金沢市,36.544406,136.638747,文化・芸術,歴史のまちしるべ標柱一覧,,,,,有松町（ありまつまち）,"もと石川郡有松村の地内で、享保のころから次々と家が建ち、文政4年その一部が有松町と称され、金沢町奉行の支配となった。明治12年、金沢に編入された。現在の町名：有松2丁目、泉3丁目",921-8041,金沢市泉3-6-46,,,,,,,地図番号1,
3291,金沢市,36.556559,136.669217,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧安藤町（あんどうまち）,"藩政時代、鉄砲組頭、安藤長左衛門の組地があったので、この名がついた。また、あんどん町とも呼ばれた。現在の町名：石引1・3丁目、宝町",920-0935,金沢市石引3-7-56先,,,,,,,地図番号40,
3292,金沢市,36.557872,136.653938,文化・芸術,歴史のまちしるべ標柱一覧,,,,,池田町（いけだまち）,"蔵宿業の池田屋長右衛門が居住していた池田屋小路を、明治4年、池田町一番町と改名したことからこの名がついた。現在の町名：変更なし",920-0985,金沢市池田町三番丁5先,,,,,,,地図番号45,
3293,金沢市,36.562625,136.653488,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧石浦町（いしうらまち）,"もと石川郡石浦庄下石浦村であったが、慶長年間、町地となりこの名がつけられた。城下町の本町の一つに数えられた。現在の町名：香林坊1・2丁目、片町1丁目",920-0961,金沢市香林坊2-1-1,,,,,,,地図番号66,
3294,金沢市,36.558563,136.666704,文化・芸術,歴史のまちしるべ標柱一覧,,,,,石引町（いしびきまち）,"藩政の初め、金沢城の石垣を築くため、戸室山から切り出した戸室石を引いて運んだ道筋であったのでこの名がついたという。いしびきちょうとも呼ばれた。現在の町名：石引1?4丁目、笠舞2丁目",920-0935,金沢市石引4-3-1,,,,,,,"H12.4.1下石引町復活地図番号44",
3295,金沢市,36.551113,136.64288,文化・芸術,歴史のまちしるべ標柱一覧,,,,,泉町（いずみまち）,"もと泉野の地で、このあたりが北国街道筋であったため藩政の初めころから次第に家が増加し、この名で呼ばれた。明治22年泉町と泉新町に分けられ町名となった。現在の町名：泉1?3丁目、弥生1丁目、野町4丁目",921-8041,金沢市泉1-3-8先,,,,,,,地図番号7,
3296,金沢市,36.57226,136.654155,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧石屋小路（いしやしょうじ）,"もと安江町横町と呼ばれていた。藩政初期、藩の御用を勤める石工たちが住んでいたところから、この名がついた。現在の町名：武蔵町",920-0855,金沢市武蔵町16-5,,,,,,,地図番号113,
3297,金沢市,36.560633,136.671493,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧板前町（いたまえまち）,"藩政の初めころ、藩の台所奉行に属する板前足軽組地であったので、この名がついたといわれる。現在の町名：天神町2丁目",920-0925,金沢市天神町2-190,,,,,,,地図番号57,
3298,金沢市,36.570152,136.641761,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧藺田町（いだまち）,"古くから、金沢地方でも広く藺（い）草を栽培して畳表を作っていたが、慶長以前頃から小松表を用いるようになったので、城下の作付は廃止された。当時このあたりは藺田であったため、これを町名としたという。現在の町名：元菊町",920-0036,金沢市元菊町1-4-3先,,,,,,,地図番号102,
3299,金沢市,36.553991,136.668827,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧一本松（いっぽんまつ）,"もと笠舞一本松、小立野一本松とも呼ばれていた。片側町で、一方町といったのが、一本松になったともいわれる。現在の町名：笠舞3丁目、石引2丁目",920-0965,金沢市笠舞3-15-9,,,,,,,地図番号27,
3300,金沢市,36.557769,136.657414,文化・芸術,歴史のまちしるべ標柱一覧,,,,,茨木町（いばらきちょう）,"加賀藩士、禄高二千五十石の茨木氏の屋敷があったことから、この名がついた。現在の町名：本多町3丁目（一部）",920-0994,金沢市茨木町25先,,,,,,,地図番号43,
3301,金沢市,36.576617,136.661109,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧岩根町（いわねまち）,"藩政初期、馬術の名人岩根十蔵が開いた馬場があったので岩根馬場と呼ばれたいたが、中期ころこの名がついたという。現在の町名：彦三町1丁目、瓢箪町、笠市町",920-0845,金沢市瓢箪町12-25,,,,,,,地図番号134,
3302,金沢市,36.579645,136.669978,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧上田町（うえだまち）,"文政6年、山の上町から分立したもので、かつてこの辺りが用水の上方にある田地であったことからこの名がついた。現在の町名：森山2丁目",920-0843,金沢市森山2-9-30先,,,,,,,地図番号161,
3303,金沢市,36.54791,136.676888,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧上野町（うえのまち）,"もと石川郡上野村の村地で、馬坂や牛坂など坂の上の野であったことからこの名がついたといわれ、文政4年に町地に加えられた。現在の町名：小立野3丁目",920-0942,金沢市小立野3-4-23,,,,,,,地図番号20,
3304,金沢市,36.573164,136.669933,文化・芸術,歴史のまちしるべ標柱一覧,,,,,鶯町（うぐいすまち）,"この地はかつて幽谷で、鶯が多く、鶯谷と呼ばれていたことにちなみ、明治になってこの名がついた。現在の町名：変更なし",920-0837,金沢市鶯町28先,,,,,,,地図番号152,
3305,金沢市,36.569396,136.660249,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧梅本町（うめもとちょう）,"廃藩直後、加賀藩の老臣一万八千石前田孝敬の邸地を東西に二分して作られた町で、その家紋「角の内梅輪」にちなんで、この名がついたという。現在の町名：大手町",920-0912,金沢市大手町2-14,,,,,,,地図番号96,
3306,金沢市,36.556251,136.657339,文化・芸術,歴史のまちしるべ標柱一覧,,,,,鱗町（うろこまち）,"藩政初期からの町名、新立町末うろこ町、犀川うろこ町、いろこ町などとも呼ばれた。当地に魚商が多く、鱗がよく見受けられたことによるとの伝承がある。現在の町名：幸町（一部）、本多町3丁目（一部）",920-0971,金沢市鱗町112先,,,,,,,地図番号39,
3307,金沢市,36.574563,136.643777,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧大隅町（おおすみちょう）,"加賀藩の老臣、長大隅守の家臣が、寛文期に能登から移り住んだところで、新（荒）屋敷、新家中と呼ばれていたが、明治になってこの名がついた。現在の町名：中橋町",920-0035,金沢市中橋町2-27先,,,,,,,地図番号127,
3308,金沢市,36.56851,136.660854,文化・芸術,歴史のまちしるべ標柱一覧,,,,,大手町（おおてまち）,"藩政時代は金沢城の大手口であったのでこの名がついた。大手先、小坂口とも呼ばれ、大身の武士が住んでいた。現在の町名：丸の内、兼六町、大手町",920-0912,金沢市大手町2-27先,,,,,,,地図番号92,
3309,金沢市,36.586114,136.676395,文化・芸術,歴史のまちしるべ標柱一覧,,,,,大樋町（おおひまち）,"昔大きな樋（とい）で水を引いていたことから大樋の名がついたという。この地はもと大樋村の村地であったが、藩政後期に町奉行支配地となり町地となった。明治の初め、この名が町名になった。現在の町名：大樋町、春日町、鳴和1丁目",920-0818,金沢市大樋町8-24先,,,,,,,地図番号165,
3310,金沢市,36.561748,136.652205,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧大藪小路（おおやぶしょうじ）,"藩政前期、加賀藩士、禄高七百石の大藪勘右衛門にはじまり、以降代々の居邸がこの付近にあったので、この名がついた。現在の町名：片町2丁目",920-0981,金沢市片町2-7-15先,,,,,,,地図番号63,
3311,金沢市,36.571354,136.667437,文化・芸術,歴史のまちしるべ標柱一覧,,,,,旧御歩町（おかちまち）,"藩政時代、藩主を警護する歩（かち）が住んでいたので、この名がついた。はじめ観音下御歩（徒）町などと呼ばれていた。現在の町名：東山1丁目",920-0831,金沢市東山1-20-3先,,,,,,,地図番号148,
